Label,Text
non_sexist,"Geodezist писал(а):Подумал-подумал и надумал:
Извините, что встреваю в очередной раз, но... отлично надумал! ИМХО, по этому показателю вы москвичам нос утерли. Все четко, ясно, продуманно. И ничего лишнего, что меня, как старого солдафона и таежника, особенно радует.   

Теперь этап № 2: определение необходимых для пикника вещей. Сделать это несложно, достаточно набрать в Гугле ""список вещей необходимых для пикника"", взять три-четыре ссылки, выкинуть из списков явно лишнее, при необходимости добавить недостающее. 

NOTE! Кмк, будет совершенно справедливо, если труд по  составлению списка возьмет на себя кто-нибудь, но НЕ Geodezist.
Затем останется чепуха: в личке обменяетесь телефонами и распределите, кто что берет с собой из вышеозначенного списка.

Зы. Маленький бонус: алгоритм подготовки к встрече в целом, а особенно - список - пригодятся в дальнейшем. И, возможно, не только вам.   
Ах, ну да! Очень полезно после проведения мероприятия не полениться и дописать, что именно все-таки не учли (забыли), а также сделать прочие конструктивные самопожелания. 

Удачи, парни! Завидую по-доброму.  "
non_sexist,"Не согласен, у нас было все хорошо организовано.  "
non_sexist,"УИ все было организованно четко еще на раннем этапе. Просто шла переписка в личке, кто что берет. Поэтому в паблике и не было  особого обсуждения организационных вопросов. ПапоКарло раза четыре ходил встречать людей на въезде в лес. Никто не потерялся, все кто приехал были сопровождены на место встречи."
non_sexist,Камрады страус вкусный был? 
non_sexist,Страус был обалденный 
non_sexist,"На встрече расскзали как забивают страусов. Оказывается их заставляют гуманно башкой ап асфальт без разбега стукаться. Выводят стаю, или стадо на бетонированную площадку команду ух из страусов. Потом самый страшный фермер начинает корчить ужасные рожи. Страусы пугаются шибко и следуя природным интстинктам начинают долбиться об бетон бошками, пока не помрут сердешные. А потом на сходке АБФ мы их съедаем (страусов). "
non_sexist,"Прям ритуал АБФовский  расписал,   а че занятно "
non_sexist,"Цель достигнута: москвичи раззадорены несправедливостью УИ!
Я видел там у вас список, кмк - неплохой. СПб - берите на вооружение, а Мск - скорректируйте его, при необходимости.

Зы. Завидую я вам, камрады, сильно завидую. Лето проходит, а подвигов практически не совершено...   
Сорри за флуд.  "
non_sexist,УИ а в твоей местности совсем АБФ непопулярен?
non_sexist,"Хорошо вы тут в рабочее время поработали.

Предварительный список участников по данным на вечер 15 июля и сферы ответственности:

Geodezist - напитки, шампуры, мангал, уголь (если Михеич не предоставит).

Foster - мясо для шашлыка.

noev - спички.

Михеич - шампуры и приспособа    (???).

Вот и всё. Предлагаю установить порог целесообразности проведения мероприятия? Т.е. а хотим ли мы втроем ехать в Солнечное жарить шашлыки? Да и трое ли нас? Прошу всех участников отписаться и подтвердить участие. Кстати, если кто-то возьмет на себя доставку каких-либо ""ништяков"" (тент, походная складная мебель, топоры, бадминтон (ощути себя медвепутом), мяч волейбольный, мяч футбольный и тп) к месту сбора будет хорошо.

Контакты вышеуказанных у меня есть, не потеряемся, на неделе весь в работе-могу не ответить. Лучше писать сюда.

ЗЫ В Солнечном мы не потеряемся, да и на месте сбора, думаю легко найдёмся.

ЗЗЫ Хотим ли мы переносить мероприятие на через неделю при отсутствии кворума?"
non_sexist,"Кроме вышесказанного, добавлю, что кто-то ещё должен взять одноразовую посуду и овощи."
non_sexist,"noev - спички
Прикольно))) синекура у чувака "
non_sexist,Без паники.  Скорее всего я поеду. 80%.
non_sexist,"Ну, я тож 80% поеду.
Спички не проблема, угу.
Мне бы только в город вернуться. За границей я еще. 
Мало ли самолет разобьецца, а вы на меня расчитывали."
non_sexist,"Ого, что только люди не придумают, только бы на встречу не являться."
non_sexist,"Шучу, конечно.
Но всяко бывает."
non_sexist,"Нда, на весь Питер 4 человека, грустно, товарищи."
non_sexist,"Ну а чё. Стесняюцца может люди, светить себя не хотят, или дела какие..
Мало ли. Чё уж тут."
non_sexist,"А кули светиться? Кто-то фотоотчет готовит или базу АБФовцев? Дата, время, точка сбора, канал связи (форум), всё определено."
non_sexist,Друг перед дружкой стесняюцца   
non_sexist,"Вот она, питерская интеллигенция.  "
non_sexist,"Михеич писал(а):Ну а чё. Стесняюцца может люди, светить себя не хотят, или дела какие..
Мало ли. Чё уж тут.
Да ладно. Если дела какие так и перенести можно. Вот только на весь Питер откликнулось четверо, это действительно мало.
Вон москвичи каким кагалом шашлычали   шашлычка только четырёх сортов:-) 
Москвичи мои поздравления с удачной сходкой:-)  торт у вас зачетный."
non_sexist,"Я присоединюсь 100% на след раз, свободен буду как раз в выходные первой половины августа. Если в это время собираться будем.
Мужики хорошей погоды в субботу, народу много тока на пляже. Есть поспокойнее места в Репино."
non_sexist,"Михеич писал(а):Друг перед дружкой стесняюцца   
Коне стесняюсь епта, сам Роберт Дауни мл на шашлык приедет:-)  иди ты не он?:-)"
non_sexist,"Михеич писал(а):Друг перед дружкой стесняюцца   
Конечно стесняюсь?:-)  сам Роберт Дауни младший на шашлык с нами собирается,:-)  или ты не он?:-)"
non_sexist,Сорри епаный глюк!
non_sexist,"Я-он, а он-я ))"
non_sexist,"собрались бы в черте города да где нить посидели. Зачем 4ым ехать далеко за город?
у вас маленькие посиделки. Хоть каждую неделю можно организовывать, как у товарищей в Киеве."
non_sexist,"Алекс, там полно малолеток и всего полчаса на автобусе. Завидуй. "
non_sexist,с малолетками вышло попадалово( ну их нах!
non_sexist,"alex_ писал(а):собрались бы в черте города да где нить посидели. Зачем 4ым ехать далеко за город?
у вас маленькие посиделки. Хоть каждую неделю можно организовывать, как у товарищей в Киеве.

Хочецца к воде поближе, типа. А в черте города просто аллес, что твориться у водоёмов. Там такие сборища, что жопу приткнуть некуда."
non_sexist,"Так Алекс, едешь с нами? Или так попистеть зашел? Я вот шашлыков на природе поесть хочу, камрады все тоже за!, а в городе всегда пересечься успеем. 
В четвёртом не вчетвером, какая хрен разница, чтоб увидится  пообщаться и мясца на природе подарить на костре, как наши предки мамонта:-)"
non_sexist,"Пляжа этот планшет меня доканает
"
non_sexist,не
non_sexist,"Ну раз так попистеть, то не трать своё драгоценное время, пойди сделай ещё несколько подходов, авось опять подфартит "
non_sexist,"Isinbai писал(а):Есть поспокойнее места в Репино.

Много где есть, от 150-го км и далее. В принципе, мы же немного вдали от волейбольных полей планируем, там и бережок повыше и народу поменьше."
non_sexist,Не спать.
non_sexist,"Я не сплю, я медленно моргаю ))
Я еду. Шампура уже нашёл, осталось их отмыть.
Приспособу завтра найду. Где-то валяется. 
Где точка сбора? Я безлошадный. Кто подберёт сиротинушку?  "
non_sexist,Ооо..нас уже трое)
non_sexist,Кошерных нет никого? маринуем свининку?)
non_sexist,"Я тож безлошадный, если Геодезист будет на машине думаю нас подберет "
non_sexist,"Foster писал(а):Кошерных нет никого? маринуем свининку?)

Нема кошерных ))"
non_sexist,"Я таки имею Вам сказать, что четверо, самалёт приземлился успешно. Проведем шабатный день на всю катушку с разжиганием огня, поеданием не кошерной свинины и тд.

Что пьём? И сколько? 

ПОСЛЕДНИЙ ШАНС УКЛОНИСТАМ ПОДПИСАТЬСЯ НА ШАШЛЫК!"
non_sexist,"Если кто-нибудь составит список необходимого имущества и проверит, что мы забыли, то мы ничего не забудем. Добрый человека-появись."
non_sexist,"По-моему, нормальный вариант.
1. Мясо.
2. Шашлычный соус (кетчуп).
3. Посуда одноразовая.
4. Мангалы.
5. Шампура.
6. Уголь.
7. Вода для мытья рук (в 5-и литровых канистрах.)
8. Овощи (Огурцы, помидоры).
9. Мешки для сбора мусора.
10. Хлеб.
11. Салфетки.
12. Стулья раскладные.
13. Покрывала, чтоб можно было сесть на землю.
14. Жидкость для розжига, спички.
15. Соки.
http://www.antiwomen.ru/ff/viewtopic.ph ... 78#2675878"
non_sexist,"Еще бы определится со временем поточнее, в четыре часа не поздновато? мож пораньше?"
non_sexist,"Спасибо Учител!)))...Учитель Истории
Разве что жидкость для розжига на газеты заменить "
non_sexist,"Вот:
http://www.domsovetof.ru/publ/sovety_do ... 5-1-0-3083

Вычеркни лишнее, добавь недостающее, пронумеруй, опубликуй, предложи участникам распределить (это уже по тлф лучше), проконтролируй и получи от Geodezist звание доброго человека. Делов-то.  "
non_sexist,"Foster писал(а):Еще бы определится со временем поточнее, в четыре часа не поздновато? мож пораньше?

Так в 14 -00 сбор у Финляндского. В 16-00 должны быть на месте.
+1 на обустройство+2 часа на приготовление жратвы+2 часа посидеть+0,5часа на сбор+2 часа обратный путь= 23:00-23:30 в Питере, это если не будет пробок.
Имхо- надо раньше выезжать.  С самого со сранья надо. 14-00 это уже поздно."
non_sexist,"Учитель Истории так Вы нас разбалуете.

Isinbai    может в этот раз присоединишься? хотя, можно и в авгуте повторить будет.

УЧАСТНИКАМ ОЗНАКОМИТЬСЯ со сферами ответственности:

1. Мясо.                                                                  (Foster)
2. Шашлычный соус (кетчуп).                                  (Foster)
3. Посуда одноразовая.                                        (Geodezist)
4. Мангалы.                                                             (Михеич)
5. Шампура.                                                             (Михеич)
6. Уголь.                                                                (Михеич)
7. Вода для мытья рук (в 5-и литровых канистрах.)       (Geodezist)
8. Овощи (Огурцы, помидоры).                        (noev)
9. Мешки для сбора мусора.                                       (Geodezist)
10. Хлеб.                                                                   (Geodezist, noev)
11. Салфетки.                                                               (Geodezist)
12. Стулья раскладные.                     ??? есть у кого??

13. Покрывала, чтоб можно было сесть на землю.
 = пенка для палатки                                                    (Geodezist)

14. Жидкость для розжига, спички.                               (noev)
15. Соки.                                                                   (Geodezist)

16. Ножи/топоры                      у кого хорошие есть????

17. Алкоголь                                              (Geodezist)

18. Тент- или шатер (кусок полиэтилена и веревки, веревки даже у меня в машине есть.)       Есть у кого????????????

Проверяем."
non_sexist,Все так. Вот только вопрос со временем остается открытым. Вон Михеич расписал...действительно поздновато получается.
non_sexist,"Аа да, по поводу мяса, кило на чела?"
non_sexist,"Я уже пробил трафик, вроде, без пробок всё. 

Можем в 12-00 стартануть. Раньше могу проспасть-звоните будите если хотите раньше."
non_sexist,"Лучше по два на человека, чтоб на неделе не готовить.

По 0,5 вполне. ИМХО."
non_sexist,"0,5 кг мяса на человека."
non_sexist,"У меня не мангал, а приспособа. То есть уголь на земле будет гореть, а не в корыте. Если там, где мы будем, можно жечь костры на земле, то гуд. А если нельзя, то не гуд.

Кило на чела- хватит. Обожрёмся иначе."
non_sexist,"Думаю взять тогда три кило, останется домой заберем "
non_sexist,Что со временем решим? Полдень или мне кто-то доброго утра пожелает?
non_sexist,Торт с бабкой будем заказывать???   
non_sexist,"Касаемо места гулянки.

Есть вариант поехать на Коркинское озеро во Всеволожском р-не.
Озеро в 30 км от Питера. Если ехать от м. Ладожская, то вся дорога не больше часа. На озере есть парковка, въезд 200 рублей с машины.
Вокруг лес. Костры палить разрешено. Пляж. Рыбалка. Девки. Волейбол-
всё это в наличии. 
Весь народ, в основном, кучкуется на пляже, если отойти от озера метров 200, то в лесу никого практически нет. Там даже не лес, а сосновый бор.
Пляж чистый. Пешком, правда, туда не дойти, автобусы не ходят. Так что весь народ, что там тусит,  на машинах.

Как вам такой вариант?"
non_sexist,"Geodezist писал(а):Учитель Истории так Вы нас разбалуете.

Не преувеличивайте мою склонность к альтруизму. Не исключено, что в августе мне взбредет в голову побродить по Дворцовой Набережной. Тогда можно будет расценивать происходящее как банальную тренировку.  "
non_sexist,"Михеич  думал я про это место, хорошее оно и был я там. дорога там...не поеду я туда. можно впринципе в Репино, как выше предлагали, но всё это одного порядка явления

Учитель истории Вэлкам. Только надо за месяц начинать готовиться, чтоб кворум был.

Что со временем-то решаем? В 8 утра оно вернее всего, но очень рано."
non_sexist,"Geodezist писал(а):  дорога там...не поеду я туда  

Я там был на тех выходных с приятелем. На ниссане-седане спокойно доехали. Там же асфальт почти до самого озера. Метров 200 грунтовки мелкогравийной всего. 
Не ну, хозяин-барин, решать тебе, машина твоя   
В 8 утра оно вернее всего, но очень рано.
Давайте в 10-00 тогда."
non_sexist,Я за 10-00.
non_sexist,"Думаю в 10,00 было бы самое оно."
non_sexist,"Ну ок, в 10-00 на Финляндском."
non_sexist,"Смотри ка ты, своим предложением пошашлычить я пробудил хорошее явление на АБФ))"
non_sexist,Ждём региональные отделения общества пошашлычить в не охваченных ФО РФ.
non_sexist,"ПапоКарло писал(а):Смотри ка ты, своим предложением пошашлычить я пробудил хорошее явление на АБФ))
РЕСПЕКТ тебе  ПапоКарло."
non_sexist,Gismeteo намекает - http://www.gismeteo.ru/city/daily/4079/2/: кто берет тент/шатер?
non_sexist,У меня нет. Только хотел сказать что прогноз неблагоприятный.
non_sexist,В субботу дождь и холод прогнозируют.. 
non_sexist,Ну так что решаем? 
non_sexist,"Дождь местами, главное чтоб не ливень."
non_sexist,"Игра состоится при любой погоде.

Пора решать вариант 1 или вариант 2. 

Воздержусь пока, склоняюсь к шашлыкам, но на дожде - не то. Верю, что распогодится."
non_sexist,"Что, северяне, зассали?  "
non_sexist,Хорош ха-ха шутить. Всем взять зонтики и дождевики. Вместо тента можно простыню юзать.
non_sexist,"Я южанин))...но не сцу  , при любой так при любой. Тка-шта я завтра с утра мясца куплю, вечером замариную."
non_sexist,"Ты по кг на щи не бери-это правда много, 10 лет назад проверил-половину обратно привёз."
non_sexist,"Я, пожалуй, оденусь потеплее. По-осеннему. На всякий пожарный."
non_sexist,"Сейчас в Ленте, беру шатер. Вопрос закрыл. Мангал возьму с дачи, кривой но функционально исправен."
non_sexist,Все выдохнули.
non_sexist,Мангал я купил сегодня  
non_sexist,Тогда мангал не беру.
non_sexist,"Кароч, мангал, 12 шампуров и 10 литров угля я приготовил."
non_sexist,Уголь в литрах.     
non_sexist,"ПапоКарло писал(а):Уголь в литрах.     
Приобретая в магазине данный вид сырья, Вы не задумываетесь, почему чаще всего он измеряется в литрах? Объясняется это тем, что таким образом реализуется смешанный древесный уголь. Уголь из разных пород древесины обычно легче, поэтому такой, смешанный уголь намного сложнее. Следовательно, и измерить весь объем можно только в литрах.

Садись, ПапоКарло, двойка тебе с минусом!  "
non_sexist,"Geodezist писал(а):Gismeteo намекает - http://www.gismeteo.ru/city/daily/4079/2/: кто берет тент/шатер?
Могут и наврать. Сам думаю, что будет в выхоные. Поживем - увидим."
non_sexist,"ПапоКарло писал(а):Уголь в литрах.     Михеич писал(а):


Не убедительно."
non_sexist,Слиф защщитан  
non_sexist,"Так значит встречаемся на Финляндском в 10.00?
Куда мчим решено?
У меня все готово."
non_sexist,"У меня тож всё готово . В 10.00 на Финляндском. На выходе из метро, я полагаю? 
Если чё, на месте созвонимся."
non_sexist,"10-00, пл. Ленина-Финляндский вокзал (не Боткинская), мчим в Солнечное.

Точка сбора на пл. Ленина - пусть будет синяя будка полиции перед входом в метро."
non_sexist,"Поехал закупаться, если что-звоните."
non_sexist,"Блин, поздно зашел  С удовольствием бы присоединился. Но - уже другие планы. А ваще, мы  Питерские то пересекаемся или как?"
non_sexist,FOSTER ТЫ ГДЕ? ЧТО С МЯСОМ?
non_sexist,"ROB   приезжай завтра при малейшей возможности и желании. =))

Вроде, была 1 встреча и вот 7 страниц о второй."
non_sexist,"Geodezist
Ок! Есть и желание и возможности. В долю, ясенно войду. Ща тада решу с ""планами"". Кто координатор? Тел можно в личку?"
non_sexist,"Координатор? Это кто такой? 

Отписал в лс. Уезжаю в магазин уже. Пишите в теме."
non_sexist,"Отзвонился ROB, обещал быть."
non_sexist,Подтверждаю.
non_sexist,У меня в авто еще три места свободны.
non_sexist,Закупился. У меня ещё 1. Но я бы пару человек к тебе пересадил. =)
non_sexist,Мясо куплено и уже должно начать мариноваться.
non_sexist,"Geodezist писал(а):Вроде, была 1 встреча
Точно была в конце июня 2013 года."
non_sexist,Виноват. В конце июня 2012 года.
non_sexist,"Учитель Истории
Судить по исходу по Вашей аватаре?"
non_sexist,Судить о чем?
non_sexist,была ещё в конце 2010 по поводу моего заезда
non_sexist,"Помнится, Мэд, это должно было стать регулярным мероприятием)) или я путаю?:)"
non_sexist,собирался на белые ночи... попал на операцию...
non_sexist,"Здоровье превыше всего, но мы тебя все равно ждем, ты так и знай "
non_sexist,Дякую.   Как дитё?  
