Post_id,Comment_id,Label,Text
31172187,31175685,sexist_in_co,"??? ""??????"" ?????? ?????...?????????"
31172187,31178236,sexist,+++ ??????? ???? ??????.
30469221,30469239,sexist,"??????? ????????? , ??? ???????????? ????? ??????? ???????? ???????????? ???????? ?????????? ????? ???????? ""?????????"" (?), ? ??? ?? ?????? ???????? (?? ????? ??????), ??? ? ???????? ?????? ??????, ??? ???? ?????????? !??"
30469221,30469240,sexist_in_co,??????? ????? ?? ????? . ??? ?? ??? ???
30469221,30469242,sexist,? ???? ?????? ???? ???? ????
30469221,30469253,sexist_in_co,?????? ????. !!! ??? ???? ????? ????????.  ? ??????? ???????. ??????????? ??? !!! ????? ????? ???? ???????? ?? ?????????? ????????????????. ?? ? ??? ??? ? ??? ?? ????????????????))) ?????? ???? ? ??? ?????? ????? ???
30469221,30469259,non_sexist,?????? ??????! ??????? ?? ???????
30469221,30469261,non_sexist,???????? ??? ????? ????????. ??? ??????????.
30469221,30469266,sexist_in_co,"?? ??? ????? ?? ???????????, ?? ??????????, ?? ????????? ???, ?? ????????????, ????? ?????? ??????? ??????? ? ??????? ???????????..."
30469221,30469278,sexist,"??????? ????? ?? ????? ?????????? ???????????, ??????? ??????? ????? ?? ?????, ????? ??????, ????? ??????? ?? ???????? ?? 8 ?????, ? ?????????  ?? ?????????? ??????. ??? ?? ???????????????!?? ?..?????? ?** ??? ??? ? ????? ????????????????."
30469221,30469279,sexist_in_co,??????? ???????))
30469221,30469289,non_sexist,??? ???????? ?? ?? ?????? ???
30469221,30469293,sexist,"??? ????????? ???? ??????, ???????????? ????? ?????????? ?? ??????? ??????? ????? ?????-?? ????? ?????. ?????? ????? ??? ""??????"" ?????????? ???? ???????? ??????? ??? ? ??????????? ???????????????."
30469221,30469296,sexist_in_co,??????? ?????? ??????? ????????)
30469221,30469299,non_sexist,???????.
30469221,30469310,non_sexist,??? ???????? ????? ????????
30469221,30469325,sexist_in_co,"?????? ?? ?? ???? , ???? ?? ?? ??? ?????? ????????? ..."
30469221,30469345,sexist,"1. ???? ?? ?????, ??? ??? ?? ????????
2. ?????? ???????? ???????, ????? ??? ??????? ? ???????"
30469221,30469379,non_sexist,???????? ???????...
30469221,30469387,non_sexist,"? ????? ?? ???...??? ?????? ??????????? ??????? ?? ???????,??? ? ???? ??? 30 ??? ??? ""?? ?????"" ? ??? ???????? ???????? ???? ????? ???? ?????????..??"
30469221,30469392,sexist_in_co,??? ?? ?? ?? ?? ????????????...? ???? ????? ????????---?????????...
30469221,30469402,non_sexist,???????- ?????? ??????????? ???????????.
30469221,30469403,non_sexist,"?? ???, ?????? ????????, ????????? ?"
30469221,30469413,non_sexist,?? ?? ?????
30469221,30469418,non_sexist,"??? ?????? ?????? ????????? ? ???? ?????? ?? ?? ??????????? ???. ????? ???? ? ????, ????? ? ??? ? ??? ???????????? ??? ?????? ... ????"
30469221,30469423,non_sexist,?? ?????
30469221,30469430,sexist_in_co,"?????? ????????, ????? ???? ???????, ??????????? ??? ?????? ???????. ?????? ?? ??????????? ????????? ??? ????? ? ?????????, ??? ??? ???????? - ??? ?????. ? ??????? ? ????? ? ???? ???. ???????."
30469221,30469538,sexist,"???? ???? ?? ???????? ??????, ? ??????.. ???? ?? ??? ?? ??????..?"
30469221,30469974,sexist,"?? ?????? ?? ?????? ??????? ?????????, ? ???????? ????? ???? ??? ? ??????? ????????. ?? ??? ? ????? ???? ??, ????? ???????????????"
30469221,30470005,non_sexist,"???????,??? ?????????????!!!"
30469221,30470116,sexist_in_co,"??? ??? ????? ? ??????? ????????? ???? ??????!?!?!? ? ??? ???????!?  ??,??????? ? ??? ????,? ???????."
30469221,30470276,non_sexist,"??, ??? ??? ?? ?? ??????, ??? ?????, ??? ???? ??????? ???? ???????. ? ???? ? ???? ??? ?????????? ??-???????????, ?????? ?????????????? ???????? ?? ?????."
30469221,30470432,sexist_in_co,"???? ?? ?????????, ??????? ???????? ????????...?"
30469221,30470500,non_sexist,"???,??????? ? ?????"
30469221,30470590,sexist_in_co,?? ??????? ?????
30469221,30471034,sexist,"??????,?? ????????? ????? ? ??? ?????? ???????? ????????? pizd?. ? ?? ,?? ????? ? ????????? ??? ?????. ?????? 5 ??? ,???????? ?????????. ...........??? ??? ?????? ?????????????.?"
30469221,30471111,sexist_in_co,??? ?? ????????.
30469221,30471688,sexist,"????? , ?? ??? ??? ??? ?????? ? ??? ?????????. ???? ???? ??????? ??? ?????? ???????, ???? ?? ?? ??? ?? ????? ???????? ????????."
30469221,30471712,sexist_in_co,"??? ?? ?? ????? ?? ?? ????,??? ??? ???? ?????? ?????????? ?? ?????...???? ????????,????? ?????..."
30469221,30472039,non_sexist,? ???????????? ???? ????? ???????? ??? ?? ???????? ?? ??????????
30469221,30472088,sexist_in_co,"???????, ???? ????? ????????? ???????, ??? ???????? ?????? ????? ??? ??????? ? ????? ??? ???? ??????."
30469221,30472207,non_sexist,??? ???????????? ???????? ??? ?????????? ?? ?????
30469221,30472410,sexist_in_co,?? ?? ??????????? ???? ? ???????? ?????? ????????? ??? ?? ???? ?? ??????????? ???????????. ?? ???? ????? ??? ??? ??????? ? ??????? ? ????? ?????????.
30469221,30472745,sexist_in_co,"?? ????:""?????? ???????, ?? ?????? ?????? ???????, ???????, ?? ???????""?"
28942478,28942491,sexist_in_co,?????? ??????. ??? ???? ?????? ???? ?????
28942478,28942525,sexist,"?????????, ???,  ???????? ????????? ???? ?? ???? ???? ?? ??????? ? ??????????????! ?"
28942478,28942528,sexist,"????????? ????, ?????? ??? ???? ????????????"
28942478,28942529,sexist_in_co,? ?????? ? ??? ??????? ?? ??????
28942478,28942539,sexist,????? ??????? ???
28942478,28942540,sexist_in_co,????????? ????????? =)
28942478,28942546,sexist_in_co,"???? ?????, ???? ???????????!"
28942478,28942563,non_sexist,? ??? ??? ????? ???? ? ?? ????????? ? ???
28942478,28942592,sexist_in_co,"?? ????????? ??, ??? ???? ??????. ?????"
28942478,28942648,sexist_in_co,? ???????????????
28942478,28942930,sexist_in_co,+++ ????? ?????? ??????????.
28942478,28943541,sexist,?? ???? ?????? ?? ???????
28942478,28943688,sexist,?????? ?????????? ? ???? ?????????.
28942478,28945097,sexist,"? ??, ?????????? ??????????"
28942478,28945863,sexist,??? ?????? ??????? ?????? ?????????? ? ????????????
28942478,28949311,non_sexist,???????? : - ??? ????? ))
28942478,28951028,sexist_in_co,?? ??? ?? ????? (? ?????? ????) ?? ??????????
28942478,28954371,sexist_in_co,"??????? 
?? ???????????"
28893080,28893088,sexist_in_co,??? ?????? ??????? ??? ??? ???? ??????.
28893080,28893089,sexist_in_co,??? ? ?? ???????? ?????? ????????? ... ???
28893080,28893101,sexist,"??????, ??? ?*???, ?? ?? ??? ?? ???*???"
28893080,28893108,non_sexist,????
28893080,28893115,sexist_in_co,?? ? ??? ? ? ?????? ??????? ?????? )))
28893080,28893116,sexist_in_co,????????? ???????? ???????.
28893080,28893132,sexist_in_co,??? ?? ?????????- ????????? ??????? ???? ??????? ????))
28893080,28893133,sexist_in_co,"?? ??? ?????? ?????? ??? ??? ???????? ?????? ??????? ???, ??????, ?? ??? ?????? ???????????, ??? ?????????. ????? ?????? ????? ??????? ????? ???? ??? ???????? ???."
28893080,28893140,sexist_in_co,"???? ??. ????? ??????? ?? ??? ? ?????? 50 ??? ?..??? ?? ????????? ? ???????? ??? ??? ???????? ????????? ??? ?? ??? ??????. ?? ?????? ? ?????? ?????, ??? ????? 50 ??? ????? ???? ??????? ????? ?? ?????"
28893080,28893147,sexist,?????? ??????? ????????????? #MeToo . ??.
28893080,28893157,sexist_in_co,"?????????? ??????? ??????!!!! ??????-?????????, ??????????, ??????????? ? ?????? ????????? ?"
28893080,28893164,sexist_in_co,????? ???????? ??? ???????? ???? ?? ??????? ?????.??????
28893080,28893173,sexist,??? ? ?? ???? ? ???? ??? ??? ???? ? ???????????))))))))))))))))
28893080,28893216,non_sexist,?????? - ?????!!!
28893080,28893220,sexist_in_co,"??????? ?????? ????? ???????, ?????? ??? ?????? ? ? ??? ??? ??? ? ???????? ???????!)"
28893080,28893229,sexist,"? ????????? ????? ????? ?????? ?????????? ? ????? ??????? ????????, ??????, ??????????. ????????? ?????????????? ???????, ???????????? ??? ?????? ?? ???? ?????, ????? ???????? ?????. ??? ?????? ? ?????? ????? ? ?? ?????."
28893080,28893236,non_sexist,?? ?? ???? ????? ?? ?????? ?? ?????? ??? ???????.....?????? ??????? ????!!!!?
28893080,28893244,sexist,?? ????? ???????? ??????
28893080,28893245,sexist_in_co,"??? ? ??? ?? ?????????, ??? ????????)"
28893080,28893247,sexist_in_co,"?????????? ?????? ? ????...? 
?????!?"
28893080,28893251,sexist_in_co,"??? ???? ???? ???? ?? ???????? ????? ??????? ????? ??? ????? ?? ????,??? ??? ? ?? ??@ ????,???????? ??? ???????????."
28893080,28893265,sexist,"??, ?? ?????, ?????? ????????! ??????, ??? ?? ???? ???? ?? ???? ?????."
28893080,28893267,non_sexist,?? ??????????? - ???????!
28893080,28893286,sexist_in_co,"?? ? ???? ,?? ? ??????.
??? ?????????? ???????."
28893080,28893319,sexist_in_co,??? ????? ??? ????????...???? ???????? ?? ?????? ????..
28893080,28893383,sexist,??! ??????! ?????! ?????! ?????? ?? ???? ?? ??? ??????.... ?? ?? ???????? ???!
28893080,28893400,sexist,"? ??? ?? ???????, ??? ??????? ?? ?????????, ??? ??? ?? ???? ?????????. ? ?? ???? ??? ?????????? ?????-?? ?????? ?????????????? ? ????, ??? ????- ???? ??????? ??????, ?? ???? ?????? ?? ????? ???????, ? ??? ??? ?????????? ???, ?? ???? ?????????????."
28893080,28893403,sexist,"??, ? ???? ????? ????? ?????????? ?????? ??????? ??? ?? ?????? ?? ??????? ???? ?????? ??? ????"
28893080,28893410,sexist,"?????????? ????????? ????,???????????? ??? ????????"
28893080,28893426,sexist,?? ??? ???? ????? ??? ?????? ?? ?? ????.
28893080,28893525,sexist,?????? ???? 18 ???.... ??? ?????????? ?????...
28893080,28893536,sexist,"?? ???????? ?????? ????????? ??????? ??? ???????? ?????????? ?????????? ?????? ??????? ? ?????????? ??? ??? ?? ???????,? ?? ??? ? ?????("
28893080,28893555,sexist,"?????? ????? ?????????, ?????????? ? ????? ??????????, ??? ??????? ?????????? ? ???????? ??? ?????????.."
28893080,28893598,sexist,"???? ? ? ??? ?????? ? ???? ???? ??? 
? ?????? ???????? ??? ?? ""????? ???"""
28893080,28893616,sexist,??? ??? ?????? !
28893080,28893617,sexist,"? ????  ????? ?? ????

?? ??? ?????"
28893080,28893653,sexist,?????????? ????????
28893080,28893668,sexist,? ????? ???? ?? ??? ??????????? ?????????....
28893080,28893766,sexist,
28893080,28893969,sexist,"? ?????? ?????? ???????????? ?????????,??? ? ?????? ? ???? ??????? ?????????,?????? ??????"
28893080,28894037,sexist,"??????? ??? ??????, ? ??? ?????? ?????????? ?? ????. ????? ?? ???????, ????? ????????? ? ??? ? ???????? ????????. ????? ??????, ?????????? ????????????. ?????? ?? ?????? ???? ????????  ?. ??????, ??? ??? ??? ???????. ?????????? ? ???????????."
28893080,28894050,sexist,"???? ???? ??? ???? ???. ????? ??????  ??? ??????? ?????? - ??? ??????, ??? ?? ? ??? ?? ????????. ??????, ????? ??? ????, ????? ""???? ????????"". ??????? ?????? ???????? ?????????  ???? ?????. ????  ???????????, ? ?????? ??????????."
28893080,28894144,sexist,?? ??????? ?????? ?????? -??? ????????? ?????? -?????? ?????????... ?????? ? ???????? ??????? ? ????? ???? ??????? ???????? ?? ??? ?????...? ???? ?????..)
28893080,28894246,sexist,? ??? ?? ??????... ??????? ?????? - ??? ????????
28893080,28894386,sexist,"???????,??? ?? ???????. ????? ???????? ????,? ??? ??? ?????? ? ???? ???????. ? ???, ???????, ??? ?????? ??????????? ????? ?? ????, ???, ??????? ?????? ?? ??? ??????? ????? ????? ????????. ????? ??? ?? ??????? ?? ???, ?? ??. ??? ??????????? ?.?. ?????????,??? ??..."
28893080,28894649,sexist,"?? ????? ??? ???? ???????  ????? ????? ?????? ?? ?????????? ????????? ?????? ?? ?????????, ? ?????? ?????? ??????????."
28893080,28894671,sexist,????????? ????? ?? ?????? ??????
28893080,28895505,sexist,???? ?? ??????? ???? ? ?? ?????????
28893080,28895573,sexist,"???? ???????? ???????? ????????.?????? ??????? ??? ???????,???? ?? ????????? ?? ????????? ?? ? ????.?????? ???? ??????? ???????? ???? ???? ????????? ? ???????"
28893080,28896514,sexist,"???????? ????, ??????? ????? ????????? ????? ?????? ??????."
28893080,28899261,sexist,????? ? ????????? ?????????
28893080,28899893,sexist,"? ???? ?????? ???? ?? ????????????, ? ????, ????? ???, ??????.... ???????-?????????? ??? ?????????? ???? ?? ?????, ????? ???? ??????? ?????? ?????, ?????? ??????? ?? ???????? ? ?? ??????? ??????...."
28893080,28903403,sexist,?????? ???????? ??????? ????????? ???-?? ????? ?????????? ??? ???? ????????... ?... ? ?????? ???????... ??? ?? ????? ????????... ??? ??? ?? ???? ????? ??????????... ?
28893080,28911889,sexist,?????? ???? ?????? ???????????.
28885748,28885776,sexist,? ??? ? ???? ???????. ?
28885748,28885777,sexist,"???????? ??????? ?? ??????, ??????- ??? ??? ?? ??????!"
28885748,28885778,sexist,?? ? ????????...Щ
28885748,28885787,sexist,??????????????? ????? ?????????? ????? ?? ?????
28885748,28885795,sexist,"?? ?? ?????????,,,,50 ??? ??????,,,? ? ????? ????????"
28885748,28885796,sexist,??????????? ?????? ?????! ??? ????? ???????? ??????? ????? ???????????!
28885748,28885806,sexist,??????? ??????! ?????? ?????! ??? ???? ?? ?? ? ???????? ?????????.....!!???
28885748,28885807,sexist,"????????? ? ???????,? ?????? ?????? ? ???????? ?????????? ? ????????."
28885748,28885811,sexist,?? ??????? ? ?? ???????! ???? ???? ??? ??????! ????? ?????? ??? ?????????? ??? ????????????
28885748,28885814,sexist,??? ? ?????? ??? ??? ?????? ???? ???? ????????. ? ??? ?????? ?? ???????
28885748,28885817,sexist,"???????? ?? ???? ?????. 
?????? ?????? ? ??????. ??? 
???????? ???????, ??? ?? ??????."
28885748,28885823,sexist,"????????? ???? ??????? ?????, ?? ??? ??? ?????????????? ?????? 40 ??? ????? ????????????, ? ?????? ????? ?? ????????, ?????? ."
28885748,28885833,sexist,?? ?? ? ??????? ????? ??
28885748,28885835,sexist,"? ??? ? ??????? ????????
????????? ??? ????? ?????? ? ??????? ?????? ??????-??,?????? ???????????????????.
?????? ? ?? ???? ???? ????? ??????? )"
28885748,28885855,sexist,????????? ?????????
28885748,28885860,sexist,??? ????????.
28885748,28885866,sexist,??? ?????? ????))))
28885748,28885867,sexist,?????
28885748,28885879,sexist,"??? ?????????????? ??????????? ? ???, ??? ??, ?????? ?????, ??????? ?????????? (???? ?? ?? ????????) ?????? ???????."
28885748,28885890,sexist,? ?????? ???????? ? ??????? ??? ???????? ?????.
28885748,28885914,sexist,"?????? ?? ????????? ???????? ? ???????? ???-?? ????? ??? ??????! ?? ?? ?? ????? ????????. ? ???? ???? ??? ?????. ?????? ??????????, ??? ??? - ????????. ??? ? ??? ?????????? ???????? ????????,.?? ??? ????????: ""?? ???????"";"" ? ??????? ??? ???????, ??? ??????"" ? ?.?.
????? ??? ""?????????? ????""? ????? ?? ? ??? ?????? ????."
28885748,28885920,sexist,"????? ?????? ????????? , ???? ????????? ????????? ????."
28885748,28885929,sexist,"? ??????, ? ????? ??? ?????? ?????? ?? ????, ??? ????? ???????? ?????. ????? ???? ???? ??????!"
28885748,28885931,sexist,???? ???? ? ??????
28885748,28885935,sexist,"? ???? ?????? ?? ??????????? ? ?? ??????? ?????????? ????? ??? ? ?? ??????? ???????????????? ???????? ???? ?????? ??? ?????, ????????? ?????? ?????????? ? ???????????? ??? ?????????? ????? ????????? ????????? ? ????????? ?????.  ?????? ????? ???????????? ""???????????????"" ????????????. ?? ????????? ??????, ????? ??? ?? ??????? ????????, ???? ??? ???? ?????? ?? ?? ??????????? ????? ?????? ???? ????????? ? ??????. ?? ??? ?? ? ?? ???? ?????, ??? ???????? ? ??? ??? ??? ?? ????? ??  ??? ????????? ??????? ? ????????????? ??? ??? ? ?? ?????? ?????? ??? ? ??????? ?? ??????."
28885748,28885942,sexist,?????? ???? ?????????? ????? ????????? ??? ??????????????! ? ????? ?????????? ?????? ??????? ????
28885748,28885946,sexist,??????? ?????? ???  ? ?????????? ????????? ???????????. ??? ?? ????? ???????? ? ????!?
28885748,28885959,sexist,"??????????. ??? ???? ????, ????? ????? ??????????? ????? ? ??? ??????. ???????? ????? ? ????? ???. ???????? ? ???????????? ?? ?????. ???? ???? ??????? ?"
28885748,28885963,sexist,????? ?? ????? ????? ??? ????? ??????? ????? ??.....??? ????? ???? ????(((
28885748,28885966,sexist,"??????, ????? ????? ? ? ?????? ?????????? ?????????, ???? ?? ????. ? ? ?????? ????????, ???? ?? ???."
28885748,28885968,sexist,"?????? ????, ????????? ??????..? ?? ???????? ???????? ""????? ???????"" ???? ?????? ??????????. ?????? ????? ?????? ???????, ? ????? ? ?????? ? ??????? ???????. ?? ?????? ?????? - ""?? ?????? ???????????"" ?????? ??????? - ""???????, ????????? ???? - ?..??? ?? ?????!"" ?"
28885748,28885978,sexist,????????? ???????? .
28885748,28885986,sexist,"??? ????? 10 ????? ????????? ??????? ???? ?????????????, ??? ?????? ? ??? ??? ? ???? ?????????? ?????, ?????? ? ???????????? ?????.???? ?????? ???? ?? ???????, ?? ????? ???????? ?? ???? ....)"
28885748,28885992,sexist,"?????? ?????????? ??? ?????? ?? ????? ????? : ???? ?????????? ??????? ,???????? ????????? ????????? ??????????-? ??? ??????????:???????????,?????????????,?????????????? ? ?.?.? ??? ?????? ???? ??????? ??? ???? ??????????? ???? 50 ??? ???????? ???????? ????? ??? ?????? ( ???? ?????? ??? ????? ????)..."
28885748,28885996,sexist,"????? ????????? ?????? ???????. - ????????????, ????????????, - ?????? ??????? ?? ???????. ? ??? ???????? ???????????, ??????????: ???? - ????? ????????, - ???????? ???????. - ?????? - 50 ??? ?????. - ? ??? ? ?? ?????? ???????? - ??????? ?????????."
28885748,28886006,sexist,????? ???? ?????? ?????? ????? ? ?????????? ????????.
28885748,28886011,sexist,??????? ?????) ?? ? ?????????. ?????? ???????? ?? ?????? ????)))
28885748,28886015,sexist,???? ???? ??? ?????????.....?????? ??? ???????...
28885748,28886016,sexist,?????? ???????????
28885748,28886041,sexist,??? ? ? ???????? ??????? ???? ?????
28885748,28886063,sexist,"?? ?????????, ?? ????? ????????? ?? ?????????. ??? ????? ?? ????????? ??? ??? ?????? ???????? ? ???????????????. ??????? ?? ????????? ?????????? ?????????."
28885748,28886097,sexist,???? ??????? ??????? ???
28885748,28886114,sexist,"??????,  ??????? ?????????? ???????? ??????? ?? ??????? ??????,  ??? ????? ? ????. ?????? ?????? ?? ????."
28885748,28886126,sexist,"??????, ?? ??? ?????????? ????????? ????, ??? ???-?? ????????? ???????? ????-??. ?????? ??? ?? ???????? ???????????????."
28885748,28886166,sexist,????? ?????????? ?????...
28885748,28886233,sexist,"?????? ?????,?????? ? ????????,??? ??????????.... ?????? ???, ????? ??? ?????? ?????????? ????? ?????????? ??? ?????, ??? ???????? ??? ??? ? ?????. ? ??? ????????? ???...."
28885748,28886261,sexist,"????? ?????????, ??? ?? ??????! ??"
28885748,28886300,sexist,"?? ???? ??? ?????? ???????? ?????? ???? ""?????????"", ?? ????? ? ??????? ???????, ??? ? ?? ???? ????? ????????? ???? ????? ?????? ??? ?????????? ?????????? ??????. ?????? ???? ??????"
28885748,28886332,sexist,+++ ??????? ?????? ??????????.
28885748,28886366,sexist,????? ?????? ?????? ???????? ...
28885748,28886389,sexist,???????! ? ??? ?? ???????! ???? ??? - ??? ?? ??????????????. ?????????? ?????. ? ??? ? ?????? ????????. ?????? ??????????
28885748,28886397,sexist,"???, ? ????,??? ?????????, ??-??..???, ? ??????? - ?????? ??????..?? ??? ????? ?? ?????????. ? ?????? ???? ????? - ?????? ??-??, ? ????-???? ????? ? ???????? ??????????"
28885748,28886495,sexist,????? ??? ???????? ????? ???????? ??? ??? ?????? ?? ?? ?? ??????? ? ?????? ???? ?????????? ??? ???????????? ???????? ?? ????? ? ?????? ? ?? ? ????????
28885748,28886518,sexist,?????? ??????? ?????????? ?????
28885748,28886574,sexist,"?? ????? ???????, ????? ?????? ?????? ????? ????? ? ????????..."
28885748,28886593,sexist,"??? ??? ? ????????? - ????? ???????? ???? ?????????, ?????? ?? ??? ??????? ??? ???????, ???????, ???? ????? ? ?? ????, ?? ?????????? ?? ?? ?????? ??????! ??? ??? - ?????????? ??? ??? ??????????? ?????? ?????"
28885748,28886647,sexist,"???? ???? ?? ????? ? ?? ????, ? ???????? ????? ???? ????????, ??? ????. ??????? ????????? ? ?????????."
28885748,28886668,sexist,??????? ????? ??? ??...???
28885748,28886701,sexist,? ??????? ????? ????? ????? ??????
28885748,28886744,sexist,"??????? ?? ????????? ??????.???- ??? ? ??? ?? ?????????? ? ????? ??????????,?????????? ?????...??? ??????- ??? ? ?????????? ????????.?? ???????, ??? ?????????.????,???? ?????? ? ?????????? ? ??? ? ?????,???? ???? ??? ??????????? ??? ?????????? ?????."
28885748,28886806,sexist,"?????? ?????? ???????? ? ?????? . ???? - ?? ???? , ? ??????? ????? ????? ? ???????"
28885748,28886808,sexist,"???????? ????? ???????? ?? ???, ??? ?? ??????????, ? ??? ????? ?????? ?????????!"
28885748,28886936,sexist,?? ????????  ?????? ??????? ? ?? ??????????. ??????????  ???????
28885748,28886948,sexist,"??????? ???????????? ?????? ???? ???? - ?????? ?? ?????, ??? ???? ?? ??????????? ???????????."
28885748,28887076,sexist,"??? ??????????, ??? ?????? ??? ????? ! ( ? ?????? ?????? ???????????? Ч- ??? ? ??? ?????????. ???????? ???? ??????, ?????????? ! )"
28885748,28887081,sexist,"??? ????????? : ""???????? ???? ????? ????? ???? ????"" ...."
28885748,28887282,sexist,....?? ???????? ....??? ????????? ???????? ....? ?? ???? ?? ??? ????? ????????? ?? ?? ??? ???? ??????? ....?? ?????? ??? ?? ???? ??????? ??? ??????? ???? ??? ????? ? ?????....
28885748,28887354,sexist,????? ??????? ????????? ? ???? ??? ?? ????????.
28885748,28887372,sexist,?????? ??#????????.
28885748,28887525,sexist,"????, ????? ?? ????????? ??????????"
28885748,28887618,sexist,????????? ?????... ??????? ??? ???? ??? ?????? ????????.
28885748,28887628,sexist,?????? ?? ???? ??????????. ??????.
28885748,28887737,sexist,"???? ???? ???????,?? ???? ?????? ????????? ? ??? ????? ???????.
???? ?????? ???? ? ????????,?????? ?? ?? ?????????? ????????? ? ??????? ? ????????? ?? ???? ?? ????????,????? ???????? ? ?? ???????? ???????, ??? ??????."
28885748,28887836,sexist,????? ?????? ??? ????????? ???? ??? ???? ?????? ????? ??????. ????? ? ???? ??????? ?? ???? ?????? ????????. ??? ???? ???????? ???.
28885748,28887988,sexist,"???? ??? ?????????,  ?????? ?? ????????, ????? ???, ? ?? ???????? ??????????. ?????????? ?????? ?? ? ??? ??? ????????? ??????? ?????? ????????? ??, ?? ? ???? ???. ??? ?????? ?????, ? ???? ?????? ?????????? ???? ?? ???????? ??????????????."
28885748,28888246,sexist,?? ?????? ?? ???????? ????? ?????? ???
28885748,28888371,sexist,"???????....?????? ?????????? ?????? ????, ??????? ???..."
28885748,28888768,sexist,"? ???? ??????? ??????? ?? ???? ??????????))
???? ?????? ???? ????????? ???? ????? ??????? ?? ??? ?? ????? ?????, ????? ?? ????? ???????? (??? ??????? ???????? ??????? ????????)))"
28885748,28888830,sexist,"?????????? ?? ?? ??????,"
28885748,28889569,sexist,"? ?????,  ???????????? ??????. ?????????? ???,  ???? ????? ??????. ??????? ???????????? ? ???. ?? ? ??????????,  ????? ?? ????? ??-????????.

? ?????,  ????? ????????????? ? ??????."
28885748,28892502,sexist,?????? ?????? ??????? ?
28885748,28893568,sexist,"????? ?????? ??? ???????? ?????-?? ????! ?? ?? ?????? ?????? ???????? ???????????? ????? ??? 50 ?????? ????????, ???? ??? ?? ???????? ??????? ?????????????-??? ?????? ????? ???? ? ?????? ??????? ????? ????????!????"
28885748,28894127,sexist,"?????????,??? ?? ?????? ????,???? ?? ?????? ?? ??? ????? ?? ???????????????? ?????? ??????,???????????,? ????? ?????????? ????? ?????? ?? ?????????."
28885748,28897058,sexist,?????? ??? ??? ??????.??? ??? ? ?????????.
28811265,28811277,sexist,"??? ???? ?? ?????? 
????????? ??? ??..??"
28811265,28811296,sexist,"??? ??????????????,?????? ????? ????-?? ?????? ?? ?????? ????? ????,? ????????? ??????? ?????????"
28811265,28811302,sexist,????? ? ???????? ???? ????????? ..?? ????? ????? ???? ))
28811265,28811303,sexist,????? ????????? ???????.
28811265,28811320,sexist,???... ??? ??????????? ???????? ??? ???????)
28811265,28811326,sexist,"? ???????????? ??????? ???????,,,???? ??????"
28811265,28811333,sexist,"????, ??????? ???? ??????????????"
28811265,28811334,sexist,"?????????????? ?? ??????? ???????, ????????"
28811265,28811337,sexist,"???? ? ???????????? ????? ?? ?????????, ?????? ??? - ??????????! )"
28811265,28811417,sexist,"????? ?? ???????, ?????? ?? ????????.??? ?? ????? ????????"
28811265,28811456,sexist,?????????? ???? ???????? ??. ????? ??? ??? ?????? ??????
28811265,28811465,sexist,???? ??? ?????? ? ?????..?????? ?????..????? ???...
28811265,28811505,sexist,?? ???! ? ??? ??? ? ?????? ?????
28811265,28812774,sexist,"???? ? ????? ???????,??? ???? ???????"
28640696,28640713,sexist,????? ???? ?????.
28640696,28640770,sexist,"???? ?? ?????, ???? ?? ???? ??? ???? ?????? ????)))"
28640696,28640772,sexist,? ??? ????
